County,5figgrid,x,y,,,6figgrid,,dum_x,dum_y,gamecov_present,gamecov_poss,gamecov_absent,Advert_presence,Advert_details,gamebird_breed,gamebird_winter,pheasant_breed,pheasant_wint,rlp_breed,rlp_wint,APHA_rel_ph&rlp,logAPHA_rel_ph&rlp,APHA_rel_present,broad_wood,conif_wood,arable,imp_grass,semnat_grass,mountain,saltwater,freshwater,coastal,built_up,habitat_div_shannon
Cornwall,SW71A,170,10,170,010,170010,170010,170500,10500,0,0,1,,,,,1,0,0,0,,,,0,0,0,0.25,0,6.25,0,0,1,0,0.234317158
Cornwall,SW71B,170,12,170,012,170012,170012,170500,12500,0,0,1,,,,,0.11-1,1,0,0,,,,0.25,0,6.25,0.25,0,0,0,0,6.75,1,0.431250688
Cornwall,SW71C,170,14,170,014,170014,170014,170500,14500,0,0,1,,,,,2.25-3,0,0,0,,,,3,0,58.25,6.75,0,0,0,0,6,11.5,1.01947911
Cornwall,SW71D,170,16,170,016,170016,170016,170500,16500,0,0,1,,,,,0.11-1,1,0,0,,,,7.25,0,50.5,31.25,0,2.75,0,0,0,8.25,1.203408376
Cornwall,SW71E,170,18,170,018,170018,170018,170500,18500,0,0,1,,,,,2.25-3,1,0,0,,,,16.75,0,36.25,43.75,0,1,0,0,0,2,1.153088252
Cornwall,SW71G,172,12,172,012,172012,172012,172500,12500,0,0,1,,,,,0,0,0,0,,,,5.5,0,7.25,27.75,0,59.5,0,0,0,0.25,1.029411244
Cornwall,SW71H,172,14,172,014,172014,172014,172500,14500,0,0,1,,,,,2.25-3,3,0,0,,,,0.25,0,0,0,0,0,0,0,0,0,0.014978661
Cornwall,SW71I,172,16,172,016,172016,172016,172500,16500,0,0,1,,,,,1,1,0,0,,,,8.5,0,12,5.5,0,0,0,0,4.75,3,0.873419133
Cornwall,SW71J,172,18,172,018,172018,172018,172500,18500,0,0,1,,,,,0.11-1,0,0,0,,,,18.75,0,37.75,18.5,0,10.25,0,0,4.25,2.25,1.446874263
Cornwall,SW71N,174,16,174,016,174016,174016,174500,16500,0,0,1,,,,,3.25-5,0.2-1,0,0,,,,0,2,4,16.5,0,77.25,0,0,0,0,0.703694337
Cornwall,SW71P,174,18,174,018,174018,174018,174500,18500,0,0,1,,,,,3.25-5,0.2-1,0,0,,,,11,0,37,10,0,5.5,0,0,5,1.5,1.213237496
Cornwall,SW71S,176,014,176,014,176014,176014,176500,014500,0,0,1,,,,,0,0,0,0,,,,12,0,16.25,48.5,0,22.5,0,0,0,1.25,1.29105346
Cornwall,SW71T,176,16,176,016,176016,176016,176500,16500,0,0,1,,,,,1.25-2,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
Cornwall,SW71U,176,18,176,018,176018,176018,176500,18500,0,0,1,,,,,1.25-2,0,0,0,,,,7.5,0,60,2.5,0,5.25,0,0,6.5,1.25,0.980146112
Cornwall,SW71Y,178,16,178,016,178016,178016,178500,16500,0,0,1,,,,,0,0,0,0,,,,20,0,23,14.5,0,39.75,0,0,0,2.25,1.391999315
Cornwall,SW71Z,178,18,178,018,178018,178018,178500,18500,0,0,1,,,,,0,0,0,0,,,,2.5,0,3.25,0,0,2.25,0,0,4,0.5,0.444200749
Cornwall,SW72A,170,20,170,020,170020,170020,170500,20500,0,0,1,,,,,1.25-2,1,0.25-0.5,0,,,,18.5,0,13,4.75,0,7,0,0,8.25,7.5,1.308383512
Cornwall,SW72B,170,22,170,022,170022,170022,170500,22500,1,0,0,,,,,0.11-1,3.5-6,0,0,,,,5.75,5.5,27.5,16,0,44.75,0,0,0,0.75,1.368496822
Cornwall,SW72C,170,24,170,024,170024,170024,170500,24500,2,0,0,,,,,1.25-2,7-85,0,0,,,,28,1.5,27.25,36.5,0,4.25,0,1.25,0,1.75,1.40137411
Cornwall,SW72D,170,26,170,026,170026,170026,170500,26500,0,0,1,,,,,3.25-5,1,0,0,,,,27.5,0,34.5,27.75,0,0,0,0,5.25,4.75,1.377358353
Cornwall,SW72E,170,28,170,028,170028,170028,170500,28500,0,0,1,,,,,0.11-1,0.2-1,0,0,,,,18.25,0,47,23.5,0,0,0,0,4.25,7.75,1.338044111
Cornwall,SW72F,172,20,172,020,172020,172020,172500,20500,0,0,1,,,,,0.11-1,4,0,0,,,,15.5,0,28.75,54.25,0.25,1,0,0,0,0.5,1.066646398
Cornwall,SW72G,172,22,172,022,172022,172022,172500,22500,1,2,0,,,,,5.33-35,0.2-1,0,0,,,,0.75,0,2.75,17.25,0,77.5,0,0.25,0,2,0.729424424
Cornwall,SW72H,172,24,172,024,172024,172024,172500,24500,4,0,0,,,,,5.33-35,1.6-3,0,0,,,,17,0.75,49.75,28.75,0,1.25,0,0,0,2.5,1.190638907
Cornwall,SW72I,172,26,172,026,172026,172026,172500,26500,0,0,1,,,,,5.33-35,0,0,0,,,,19.75,1.25,55,15,0,0,0,0,7.5,1.5,1.245767592
Cornwall,SW72J,172,28,172,028,172028,172028,172500,28500,0,0,1,,,,,1,1,0,0,,,,26.5,0,57.75,5.25,0,0,0,0,10.25,0.5,1.08369132
Cornwall,SW72K,174,20,174,020,174020,174020,174500,20500,1,1,0,,,,,0.11-1,0,0,0,,,,20,0,32.25,37,0.25,0,0,0,0.25,10.25,1.318160042
Cornwall,SW72L,174,22,174,022,174022,174022,174500,22500,0,0,1,,,,,2.25-3,1.6-3,0,0,,,,7,0,8,72.25,0,10.5,0,0,0,2.25,0.945065214
Cornwall,SW72M,174,24,174,024,174024,174024,174500,24500,1,0,0,,,,,2.25-3,1,0,0,,,,3.5,0,47,47.75,0,1.5,0,0,0,0.5,0.91464579
Cornwall,SW72N,174,26,174,026,174026,174026,174500,26500,2,0,0,,,,,1.25-2,0,0,0,,,,14.25,0,60.75,21,0,0,0,0,1.25,2.75,1.061763293
Cornwall,SW72P,174,28,174,028,174028,174028,174500,28500,0,0,1,,,,,1.25-2,0.2-1,0,0,,,,21,0,35.5,4.75,0,0,4.5,0,29,5,1.488440403
Cornwall,SW72Q,176,20,176,020,176020,176020,176500,20500,0,0,1,,,,,1.25-2,3.5-6,0,0,,,,22.25,0,46,27.75,0,1,0,0,1.25,2.25,1.233516728
Cornwall,SW72R,176,22,176,022,176022,176022,176500,22500,0,0,1,,,,,0.11-1,1,0,0,,,,21.5,0,21.5,50,0,5.5,0,0,0,2,1.245297683
Cornwall,SW72S,176,24,176,024,176024,176024,176500,24500,0,3,0,,,,,2.25-3,0,1,0,,,,5.5,0,70.25,23,0,0.75,0,0,0,0.25,0.797283431
Cornwall,SW72T,176,26,176,026,176026,176026,176500,26500,0,0,1,,,,,0,0,0,0,,,,22.25,0,62,9.5,0,0,0,0,3,3.25,1.070938393
Cornwall,SW72U,176,28,176,028,176028,176028,176500,28500,0,0,1,,,,,0.11-1,0,0,0,,,,14.5,0,32.75,4,0,0,0.25,0,10,7.75,1.217772336
Cornwall,SW72V,178,20,178,020,178020,178020,178500,20500,1,0,0,,,,,0,0.2-1,0,0,,,,8.25,0,63,19.25,0,0,0,0,0.25,9,1.045784439
Cornwall,SW72W,178,22,178,022,178022,178022,178500,22500,0,0,1,,,,,2.25-3,1.6-3,2,0,,,,12.25,0,51.25,26.5,0,1,0,0,0,9.25,1.217968397
Cornwall,SW72X,178,24,178,024,178024,178024,178500,24500,0,0,1,,,,,2.25-3,0.2-1,0,0,,,,15.25,0,60.5,15.5,0,0,0,0,1.75,3.5,1.067921436
Cornwall,SW72Y,178,26,178,026,178026,178026,178500,26500,0,0,1,,,,,0,0,0,0,,,,11.5,0,41,4.25,0,0,0,0,9.25,3.5,1.086040384
Cornwall,SW72Z,178,28,178,028,178028,178028,178500,28500,0,0,1,,,,,0,0,0,0,,,,2.75,0,26.25,2,0,0.25,0,0,6.25,1.25,0.771199256
Cornwall,SW73A,170,30,170,030,170030,170030,170500,30500,0,0,1,,,,,0,1,0,0,,,,10.75,0,30,5.75,0,0,0,0.25,6.25,12.25,1.210635439
Cornwall,SW73B,170,32,170,032,170032,170032,170500,32500,0,0,1,,,,,0.11-1,0,0,0,,,,1.75,0,5.25,89,0,3.25,0,0,0,1,0.486640205
Cornwall,SW73C,170,34,170,034,170034,170034,170500,34500,0,0,1,,,,,0,0,0,0,,,,5.25,0,13.25,76.25,0,4.5,0,0,0,0.75,0.80551939
Cornwall,SW73D,170,36,170,036,170036,170036,170500,36500,0,0,1,,,,,1.25-2,0,0,0,,,,3,0,2,72.5,2.25,7.25,0,9.25,0,3.5,1.029742772
Cornwall,SW73E,170,38,170,038,170038,170038,170500,38500,0,0,1,,,,,0,0,0,0,,,,6.75,0,3.75,66,0,3,0,19.25,0,1.75,1.07249142
Cornwall,SW73F,172,30,172,030,172030,172030,172500,30500,0,0,1,,,,,0.11-1,0,0,0,,,,2,0,10.75,78.75,0.5,3.25,0,0,0,4.75,0.788708309
Cornwall,SW73G,172,32,172,032,172032,172032,172500,32500,0,0,1,,,,,0,0,0,0,,,,15.25,0,2,77.75,0,3.5,0,0,0,1.25,0.732814821
Cornwall,SW73H,172,34,172,034,172034,172034,172500,34500,0,0,1,,,,,0.11-1,0,0,0,,,,4.75,0,9,75.5,0.25,8.25,0,0.75,0,2,0.909381619
Cornwall,SW73I,172,36,172,036,172036,172036,172500,36500,0,0,1,,,,,0.11-1,0,0,0,,,,6.25,0,5,79,0,6.5,0,0,0,3.5,0.804297226
Cornwall,SW73J,172,38,172,038,172038,172038,172500,38500,0,0,1,,,,,1.25-2,0,0,0,,,,4.75,0,12.25,72.5,0,1,0,0,0,9.5,0.904758411
Cornwall,SW73K,174,30,174,030,174030,174030,174500,30500,0,0,1,,,,,0,0,0,0,,,,5.5,0,31.75,56.25,0,0.5,0,0,0,6.25,1.047204522
Cornwall,SW73L,174,32,174,032,174032,174032,174500,32500,0,0,1,,,,,0,0,0,0,,,,27.25,0,10.5,57.75,1.25,1,0,1.25,0,1.25,1.118382507
Cornwall,SW73M,174,34,174,034,174034,174034,174500,34500,0,0,1,,,,,0,0,0,0,,,,5.5,0,13.25,71.5,1.25,7.25,0,1,0,0.5,0.984762449
Cornwall,SW73N,174,36,174,036,174036,174036,174500,36500,1,0,0,,,,,0,0,0,0,,,,5,0,15.5,64.5,2,9.75,0,0,0,3.25,1.138166226
Cornwall,SW73P,174,38,174,038,174038,174038,174500,38500,0,0,1,,,,,2.25-3,0,0,0,,,,13.5,0,17.25,63,0,0,0,0,0,6.25,1.037848265
Cornwall,SW73Q,176,30,176,030,176030,176030,176500,30500,0,0,1,,,,,0.11-1,0,0,0,,,,18.5,0,21.75,54.5,0,0.5,0,0,0,4.5,1.140816553
Cornwall,SW73R,176,32,176,032,176032,176032,176500,32500,0,0,1,,,,,0,0,0,0,,,,19,0,55.25,20,0,3,0,0,0,2.75,1.169245673
Cornwall,SW73S,176,34,176,034,176034,176034,176500,34500,0,0,1,,,,,0,0,0,0,,,,13,0,32.25,33.5,0,1.25,0,10.25,0,10.25,1.518294105
Cornwall,SW73T,176,36,176,036,176036,176036,176500,36500,0,0,1,,,,,0,0,0,0,,,,7.5,0,40.25,17.5,0,1.5,0,0,0,33.25,1.294705342
Cornwall,SW73U,176,38,176,038,176038,176038,176500,38500,0,0,1,,,,,0.11-1,0,0,0,,,,21.25,0.5,48,20.75,0.5,0.25,0,0,0,9.25,1.295909894
Cornwall,SW73V,178,30,178,030,178030,178030,178500,30500,0,0,1,,,,,0,1,0,0,,,,15.25,0,33.75,31,0,0,0,0,1.75,19,1.402781982
Cornwall,SW73W,178,32,178,032,178032,178032,178500,32500,0,0,1,,,,,0,0,0,0,,,,8,0,47.75,11.5,0,1,0,0,0.75,30.25,1.248186192
Cornwall,SW73X,178,34,178,034,178034,178034,178500,34500,0,0,1,,,,,0,0,0,0,,,,7.75,0,23,9,0,0,0,0,1.5,59,1.127243966
Cornwall,SW73Y,178,36,178,036,178036,178036,178500,36500,0,0,1,,,,,0.11-1,0,0,0,,,,6.5,0.5,48.25,10.25,0,0,0,0,8.5,26,1.349051105
Cornwall,SW73Z,178,38,178,038,178038,178038,178500,38500,0,0,1,,,,,0,0,0,0,,,,35.75,0,48,13.75,0,0,0,0,0,2.75,1.091678042
Cornwall,SW74A,170,40,170,040,170040,170040,170500,40500,0,0,1,,,,,0,0,0,0,,,,22,0,33,9.75,0,0.5,0,0,14,20.5,1.552557473
Cornwall,SW74B,170,42,170,042,170042,170042,170500,42500,0,0,1,,,,,0,0,0,0,,,,0.75,0,9.5,53.5,0,5.25,0,0,0,31.5,1.113548196
Cornwall,SW74C,170,44,170,044,170044,170044,170500,44500,0,0,1,,,,,0,0,0,0,,,,4.75,0.5,3,45,0,0,0,0,0,47,0.990611116
Cornwall,SW74D,170,46,170,046,170046,170046,170500,46500,0,0,1,,,,,0,0,0,0,,,,1.25,0,16.25,73.75,0,0.75,0,0,0,8,0.813365852
Cornwall,SW74E,170,48,170,048,170048,170048,170500,48500,0,0,1,,,,,0,0,0,0,,,,7.25,0,25.5,49.25,0,3.5,0,0,0,14.5,1.284858453
Cornwall,SW74F,172,40,172,040,172040,172040,172500,40500,0,0,1,,,,,0,0,0,0,,,,3.25,0,31.5,45.25,0,13.25,0,0,0.5,6,1.29716368
Cornwall,SW74G,172,42,172,042,172042,172042,172500,42500,0,0,1,,,,,0,0,0,0,,,,9,4.75,12.75,57,0.25,0.75,0,0,0,16,1.289348652
Cornwall,SW74H,172,44,172,044,172044,172044,172500,44500,0,0,1,,,,,0,0,0,0,,,,16,0,8.5,58,0,0.5,0,0,0,17,1.146412888
Cornwall,SW74I,172,46,172,046,172046,172046,172500,46500,0,0,1,,,,,0.11-1,0.2-1,0,0,,,,6.25,0,19.75,58.25,0,2,0,0,0,14.25,1.164322644
Cornwall,SW74J,172,48,172,048,172048,172048,172500,48500,1,0,0,,,,,0.11-1,0.2-1,0,0,,,,2.5,0,43.5,47.75,0,0,0,0,0,6.25,0.980570564
Cornwall,SW74K,174,40,174,040,174040,174040,174500,40500,0,0,1,,,,,2.25-3,0,0,0,,,,3.5,0,40.25,48,0,0.25,0,0,0,8.25,1.056751293
Cornwall,SW74L,174,42,174,042,174042,174042,174500,42500,0,0,1,,,,,0,0,0,0,,,,8.75,4,26,51.5,0,0.75,0,0,0,9.25,1.290799344
Cornwall,SW74M,174,44,174,044,174044,174044,174500,44500,0,0,1,,,,,0,0,0,0,,,,11.5,0,20.5,60.5,0,2.5,0,0,0,5.5,1.129371377
Cornwall,SW74N,174,46,174,046,174046,174046,174500,46500,0,0,1,,,,,0.11-1,0.2-1,0,0,,,,3.5,0,14.25,71,0,3.5,0,0,0,8,0.957543808
Cornwall,SW74P,174,48,174,048,174048,174048,174500,48500,0,0,1,,,,,0,0.2-1,0,0,,,,1.5,0,30.5,60.5,0,0,0,0,0,8,0.931252863
Cornwall,SW74Q,176,40,176,040,176040,176040,176500,40500,0,0,1,,,,,0,0,0,0,,,,6.25,0,37.75,53.25,0,0.5,0,0,0,2.5,0.99532189
Cornwall,SW74R,176,42,176,042,176042,176042,176500,42500,0,0,1,,,,,0,0,0,0,,,,6.75,0,38,44.25,0,0,0,0,0.25,11.25,1.171182497
Cornwall,SW74S,176,44,176,044,176044,176044,176500,44500,0,0,1,,,,,0.11-1,0,0,0,,,,3.5,0,34.75,58.5,0,0.5,0,0,0,2.75,0.92359714
Cornwall,SW74T,176,46,176,046,176046,176046,176500,46500,0,0,1,,,,,3.25-5,0.2-1,0,0,,,,3.25,0,37.5,43.5,0,0.25,0,0,0,15.5,1.145220573
Cornwall,SW74U,176,48,176,048,176048,176048,176500,48500,0,0,1,,,,,1.25-2,0,0,0,,,,2,0,55.5,41,0,0,0,0,0,1.5,0.833568142
Cornwall,SW74V,178,40,178,040,178040,178040,178500,40500,0,2,0,,,,,1,0.2-1,0,0,,,,5,0,55.5,39.5,0,0,0,0,0,0.5,0.869958535
Cornwall,SW74W,178,42,178,042,178042,178042,178500,42500,0,0,1,,,,,0.11-1,1.6-3,0,0,,,,13.25,0,36.75,33.5,0,0.25,0,0,0.25,16.25,1.32728129
Cornwall,SW74X,178,44,178,044,178044,178044,178500,44500,0,0,1,,,,,0.11-1,0.2-1,0,0,,,,18,0.5,38.75,37,0,5.5,0,0,0,0.25,1.244895801
Cornwall,SW74Y,178,46,178,046,178046,178046,178500,46500,0,0,1,,,,,2.25-3,0.2-1,0,0,,,,5.5,0,30.75,33.5,0,0,0,0,0,30.5,1.250686433
Cornwall,SW74Z,178,48,178,048,178048,178048,178500,48500,0,0,1,,,,,0.11-1,0,0,0,,,,12,0,49.75,37.25,0,0,0,0,0,1.25,1.024391964
Cornwall,SW75A,170,50,170,050,170050,170050,170500,50500,0,0,1,,,,,0,0,0,0,,,,9,0,43,45.75,0,0,0,0,0,2.25,1.02274775
Cornwall,SW75B,170,52,170,052,170052,170052,170500,52500,0,0,1,,,,,0,0,0,0,,,,0.25,0,12.75,26.75,0,29.5,0,0,0,18,1.29911147
Cornwall,SW75F,172,50,172,050,172050,172050,172500,50500,0,0,1,,,,,1.25-2,0.2-1,0,0,,,,0,0,0,0,0,0,0,0,0,0,0
Cornwall,SW75G,172,52,172,052,172052,172052,172500,52500,0,0,1,,,,,0,1.33-1.5,0,0,,,,3.75,0,29.25,26,0,12,0,0,4,23.25,1.555307473
Cornwall,SW75K,174,50,174,050,174050,174050,174500,50500,0,0,1,,,,,0.11-1,1,0,0,,,,0,0,9,1.75,0,11.25,0,0,3.75,6,0.825235219
Cornwall,SW75L,174,52,174,052,174052,174052,174500,52500,0,0,1,,,,,0.11-1,0.2-1,0,0,,,,8.25,0,31.5,55.25,0,0,0,0,0,4.75,1.042249467
Cornwall,SW75M,174,54,174,054,174054,174054,174500,54500,0,0,1,,,,,0,0,0,0,,,,8.75,0,25,34.5,0,7.5,0,0,2.5,19,1.528917483
Cornwall,SW75N,174,56,174,056,174056,174056,174500,56500,0,0,1,,,,,0,0,0,0,,,,0,0,1.25,0.25,0,1.25,0,0,19.5,12,0.697738317
Cornwall,SW75P,174,58,174,058,174058,174058,174500,58500,0,0,1,,,,,0,0,0,0,,,,0,0,0,0,0,0,0,0,5.5,0,0.159523215
Cornwall,SW75Q,176,50,176,050,176050,176050,176500,50500,0,0,1,,,,,1.25-2,0.2-1,0,0,,,,0,0,0,0,0,0,0,0,4,0,0.128755033
Cornwall,SW75R,176,52,176,052,176052,176052,176500,52500,0,0,1,,,,,1.25-2,7-85,1,0,,,,2.75,0,39.25,54.25,0,0,0,0,0,4,0.926426747
Cornwall,SW75S,176,54,176,054,176054,176054,176500,54500,0,0,1,,,,,1,5-32,0,0,,,,15.5,0,27.5,44,0,0,0,0.5,1,11.75,1.329371298
Cornwall,SW75T,176,56,176,056,176056,176056,176500,56500,0,0,1,,,,,0.11-1,0.2-1,0,0,,,,0,0,21.5,25.75,0,0,0,0,46.5,6.5,1.213567347
Cornwall,SW75U,176,58,176,058,176058,176058,176500,58500,0,1,0,,,,,1.25-2,0,0,0,,,,1,0,8.5,10,0,0,0,0.25,79,0.5,0.713534945
Cornwall,SW75V,178,50,178,050,178050,178050,178500,50500,0,0,1,,,,,0.11-1,0.2-1,0,1-2,,,,0.25,0,8.25,14.25,13.25,0,0,0,46.25,10.75,1.362658089
Cornwall,SW75W,178,52,178,052,178052,178052,178500,52500,0,0,1,,,,,0.11-1,0,0,0,,,,21.25,0,22.25,54.5,0,1.75,0,0,0,0.75,1.101794057
Cornwall,SW75X,178,54,178,054,178054,178054,178500,54500,0,0,1,,,,,1.25-2,0.2-1,0,0,,,,10.5,0,26,51,0,1.75,0,0,0,11.25,1.246880772
Cornwall,SW75Y,178,56,178,056,178056,178056,178500,56500,2,0,0,,,,,5.33-35,1.6-3,0,0,,,,5.75,0,35,54.75,0,0.25,0,0,0,4.25,1.010670443
Cornwall,SW75Z,178,58,178,058,178058,178058,178500,58500,5,0,0,,,,,1.25-2,3.5-6,0,2.5-4,,,,7.75,0,39.5,45.75,0,0,0,0,3,4.25,1.162285481
Cornwall,SW76Q,176,60,176,060,176060,176060,176500,60500,0,0,1,,,,,0.11-1,0.2-1,0,0,,,,2,0,53.75,34.5,1,0,0,0,3.25,5.75,1.100719201
Cornwall,SW76V,178,60,178,060,178060,178060,178500,60500,0,0,1,,,,,1,0,2,1-2,,,,0,0,8,9.5,4,0,0,0,15.5,1.75,0.914200148
Cornwall,SW76W,178,062,178,062,178062,178062,178500,062500,0,0,1,,,,,0,0,0,0,,,,0.75,0,20.75,14.25,0,0.5,0,0,28,22.5,1.359209075
Cornwall,SW81E,180,18,180,018,180018,180018,180500,18500,0,0,1,,,,,0,0,0,0,,,,0,0,0,0,0,0,0,0,5.5,0.25,0.174501877
Cornwall,SW82A,180,20,180,020,180020,180020,180500,20500,0,0,1,,,,,0,0,0,0,,,,2.25,0,1.5,0,0,0,0,0,3,0,0.253562712
Cornwall,SW82B,180,22,180,022,180022,180022,180500,22500,0,0,1,,,,,0,0,0,0,,,,2.25,0,21.75,5.25,0,0.25,0,0,4.5,5.5,0.885944435
Cornwall,SW82C,180,24,180,024,180024,180024,180500,24500,0,0,1,,,,,0,0,0,0,,,,1.5,0,13,1.75,0,0,0,0,4.75,2.75,0.642578355
Cornwall,SW83A,180,30,180,030,180030,180030,180500,30500,0,0,1,,,,,0,0,0,0,,,,0.25,0,0,0,0,0,0,0,1,0,0.061030363
Cornwall,SW83B,180,32,180,032,180032,180032,180500,32500,0,0,1,,,,,0,0,0,0,,,,2,0,1.25,1.75,0,0.75,0,1.75,4.25,17.25,0.748676527
Cornwall,SW83C,180,34,180,034,180034,180034,180500,34500,0,0,1,,,,,0.11-1,0.2-1,0,0,,,,2,0,7.25,0,0,0,28.25,0,10.25,52.5,1.197365781
Cornwall,SW83D,180,36,180,036,180036,180036,180500,36500,3,0,0,,,,,1.25-2,1.6-3,0,0,,,,8.5,0,66,3.5,0,0,0,0,10,12,1.085798421
Cornwall,SW83E,180,38,180,038,180038,180038,180500,38500,0,0,1,,,,,1.25-2,0,0,0,,,,9,0,52.5,3.5,0,0.5,3.25,0,16.75,14.5,1.389472542
Cornwall,SW83F,182,30,182,030,182030,182030,182500,30500,0,0,1,,,,,0,0,0,0,,,,15.25,0,42,11.5,0,0,0,0,17.75,13.5,1.477059126
Cornwall,SW83G,182,32,182,032,182032,182032,182500,32500,0,0,1,,,,,0,0,0,0,,,,2.5,0,1.25,0,0,0,20.75,0,1.5,0.5,0.56280395
Cornwall,SW83H,182,34,182,034,182034,182034,182500,34500,0,0,1,,,,,0,0,0,0,,,,3,0,1,0,0,0,87.75,0,3,4.75,0.515849119
Cornwall,SW83I,182,36,182,036,182036,182036,182500,36500,0,0,1,,,,,0,0,0,0,,,,1.5,0,13.25,0,0,0,79.5,0,4.25,1.5,0.710405668
Cornwall,SW83J,182,38,182,038,182038,182038,182500,38500,0,0,1,,,,,2.25-3,1,0,0,,,,4,0,4.25,0,0,0,89.5,0,1.25,1.25,0.471815122
Cornwall,SW83K,184,30,184,030,184030,184030,184500,30500,0,0,1,,,,,1,7-85,0,0,,,,18.75,0,40,11.25,0,0,13,0,5,12,1.595624051
Cornwall,SW83L,184,32,184,032,184032,184032,184500,32500,0,0,1,,,,,1,3.5-6,0,0,,,,3.5,0,21,0,0,0,13,0,2,0.5,0.815031034
Cornwall,SW83M,184,34,184,034,184034,184034,184500,34500,0,0,1,,,,,1.25-2,0,0,0,,,,6.75,0,34.25,0,0,0,33.25,0,10,16.25,1.440592452
Cornwall,SW83N,184,36,184,036,184036,184036,184500,36500,3,0,0,,,,,3.25-5,3.5-6,0,0,,,,11,0,49.25,10.25,0,0,14.5,0,8,7,1.49330729
Cornwall,SW83P,184,38,184,038,184038,184038,184500,38500,2,0,0,,,,,5.33-35,3.5-6,0,0,,,,7.75,0,69.75,18.25,0,0,0,0,3,1.5,0.928106543
Cornwall,SW83Q,186,30,186,030,186030,186030,186500,30500,0,0,1,,,,,0,0,0,0,,,,24.75,0,63.5,2.75,0,0,6,0,2.5,0.25,1.008796486
Cornwall,SW83R,186,32,186,032,186032,186032,186500,32500,0,0,1,,,,,0.11-1,7-85,0,0,,,,0,0,0.25,0,0,0,0,0,0.5,0,0.041470248
Cornwall,SW83S,186,34,186,034,186034,186034,186500,34500,0,0,1,,,,,2.25-3,0,0,0,,,,8,0,41.75,0,0,0,0.75,0,13.75,3.25,0.987608521
Cornwall,SW83T,186,36,186,036,186036,186036,186500,36500,0,2,0,,,,,2.25-3,7-85,0,0,,,,9.75,0,48.75,8.25,0,0,0,0,13.75,12.5,1.315804421
Cornwall,SW83U,186,38,186,038,186038,186038,186500,38500,3,0,0,,,,,5.33-35,1.6-3,0,1-2,,,,8.25,0,62.25,25.75,0,0,0,0,0.75,2.75,0.985785157
Cornwall,SW83X,188,34,188,034,188034,188034,188500,34500,0,0,1,,,,,0,0,0,0,,,,12,0,74.75,9.25,0,0,0,0,2.25,2,0.855781225
Cornwall,SW83Y,188,36,188,036,188036,188036,188500,36500,0,0,1,,,,,0,0,0,0,,,,0,0,0,0,0,0,0,0,0.5,0,0.026491587
Cornwall,SW83Z,188,38,188,038,188038,188038,188500,38500,4,0,0,,,,,5.33-35,7-85,0.25-0.5,0,,,,0.75,0,21.25,4.75,0,0,0,0,5.75,1.25,0.729546558
Cornwall,SW84A,180,40,180,040,180040,180040,180500,40500,0,0,1,,,,,0,0,0,0,,,,9.75,0,64,23,0,0,0,0,1.5,2,0.991855788
Cornwall,SW84B,180,42,180,042,180042,180042,180500,42500,0,2,0,,,,,0.11-1,0,0,0,,,,10.75,0,51.75,19,0,0.25,0,0,0,18.5,1.223340844
Cornwall,SW84C,180,44,180,044,180044,180044,180500,44500,0,0,1,,,,,0,0,0,0,,,,23.5,0,37.5,36.75,0,0.75,0,0,0,1.75,1.183503704
Cornwall,SW84D,180,46,180,046,180046,180046,180500,46500,0,0,1,,,,,0,0,0,0,,,,15.25,0,15.5,26.5,0,0,0,0,0,43,1.29059513
Cornwall,SW84E,180,48,180,048,180048,180048,180500,48500,0,0,1,,,,,0.11-1,0.2-1,0,0,,,,7.25,0,35,53.25,0,0.5,0,0,0,4,1.048503388
Cornwall,SW84F,182,40,182,040,182040,182040,182500,40500,0,0,1,,,,,1.25-2,1.6-3,1,0,,,,9.75,1.25,50.5,38.25,0,0,0,0,0,1,1.040404661
Cornwall,SW84G,182,42,182,042,182042,182042,182500,42500,0,0,1,,,,,1.25-2,0.2-1,0,0,,,,15,0,64.75,9.25,0,0,0,0,9.25,1.75,1.077193451
Cornwall,SW84H,182,44,182,044,182044,182044,182500,44500,0,0,1,,,,,0,0,0,0,,,,8.5,0,36.25,26.25,0,0,0,0,16.5,12.5,1.485697421
Cornwall,SW84I,182,46,182,046,182046,182046,182500,46500,1,1,0,,,,,0.11-1,0.2-1,0,0,,,,1.75,0,8.5,8,0,0,0,0,1.5,80.25,0.721953709
Cornwall,SW84J,182,48,182,048,182048,182048,182500,48500,0,0,1,,,,,0.11-1,3.5-6,0,0,,,,16.5,0.25,56.75,21.25,0,0,0,0,0,5,1.112683713
Cornwall,SW84K,184,40,184,040,184040,184040,184500,40500,0,0,1,,,,,5.33-35,3.5-6,0,0,,,,14.25,12,41.25,31.75,0,0,0,0,0,0.75,1.29831412
Cornwall,SW84L,184,42,184,042,184042,184042,184500,42500,0,0,1,,,,,2.25-3,0.2-1,0,0,,,,31,0,31.25,7.25,0,0,0,0,29.25,1.5,1.339366665
Cornwall,SW84M,184,44,184,044,184044,184044,184500,44500,0,0,1,,,,,1.25-2,1,0,0,,,,26.25,0,42.5,5.75,0,0,0,0.5,22.25,2.75,1.338665254
Cornwall,SW84N,184,46,184,046,184046,184046,184500,46500,0,0,1,,,,,1.25-2,0,0,0,,,,16,0,58.25,11.75,0,0,0,0,9.25,4.75,1.224550253
